location,target_count,target_sum,geodata,address,point
"east islip, ny",1,1,"East Islip, Suffolk County, New York, 11730, United States of America","East Islip, Suffolk County, New York, 11730, United States of America","(40.7320819, -73.1883301, 0.0)"
east kilbride,1,0,"East Kilbride, South Lanarkshire, Scotland, G74 1BU, United Kingdom","East Kilbride, South Lanarkshire, Scotland, G74 1BU, United Kingdom","(55.760176, -4.179078, 0.0)"
"east lansing, mi",1,0,"East Lansing, Ingham County, Michigan, United States of America","East Lansing, Ingham County, Michigan, United States of America","(42.7355416, -84.4852469, 0.0)"
east london,1,0,"East London, Buffalo City Metropolitan Municipality, Eastern Cape, 5201, South Africa","East London, Buffalo City Metropolitan Municipality, Eastern Cape, 5201, South Africa","(-33.0191604, 27.8998573, 0.0)"
eastbourne england,1,0,"Eastbourne, East Sussex, South East, England, United Kingdom","Eastbourne, East Sussex, South East, England, United Kingdom","(50.7685761, 0.2957854, 0.0)"
eastcarolina,2,1,,,
eastern iowa,1,1,"Eastern Iowa Airport, Walford Road, Lincolnway Village, Cedar Rapids, Linn County, Iowa, 52404, United States of America","Eastern Iowa Airport, Walford Road, Lincolnway Village, Cedar Rapids, Linn County, Iowa, 52404, United States of America","(41.885103799999996, -91.71471001965821, 0.0)"
"eastlake, oh",1,0,"Eastlake, Lake County, Ohio, 44095, United States of America","Eastlake, Lake County, Ohio, 44095, United States of America","(41.659241, -81.43220925, 0.0)"
eating strawberry shitsickles,1,0,,,
"eau claire, wisconsin",1,1,"Eau Claire, Eau Claire County, Wisconsin, United States of America","Eau Claire, Eau Claire County, Wisconsin, United States of America","(44.811349, -91.4984941, 0.0)"
ebola,1,1,"Ebola, Nord-Ubangi, République Démocratique du Congo","Ebola, Nord-Ubangi, République Démocratique du Congo","(3.5113716, 21.6610291, 0.0)"
"ebooks, north america",1,0,,,
ecuador,1,0,Ecuador,Ecuador,"(-1.3397668, -79.3666965, 0.0)"
"edappally,kochi",1,0,"Kochi Metro Rail, Salem-Kochi-Kanyakumari Highway, Sahrudaya Nagar, Edappally, South Kalamassery, Kanayannur, Ernakulam, Kerala, 682033, India","Kochi Metro Rail, Salem-Kochi-Kanyakumari Highway, Sahrudaya Nagar, Edappally, South Kalamassery, Kanayannur, Ernakulam, Kerala, 682033, India","(10.0410336, 76.3164754, 0.0)"
edinburgh,4,0,,,
"edinburgh, scotland",1,0,"Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","(55.9533456, -3.1883749, 0.0)"
"edmonton, alberta",1,1,"Edmonton, Alberta, Canada","Edmonton, Alberta, Canada","(53.535411, -113.507996, 0.0)"
egypt,1,1,مصر,مصر,"(26.2540493, 29.2675469, 0.0)"
eic,2,1,,,
"el dorado, arkansas",2,2,,,
"el dorado, ks",1,1,,,
"el paso, texas",1,1,"El Paso, El Paso County, Texas, United States of America","El Paso, El Paso County, Texas, United States of America","(31.7754152, -106.4646348, 0.0)"
"el paso, tx",1,0,"El Paso, El Paso County, Texas, United States of America","El Paso, El Paso County, Texas, United States of America","(31.7754152, -106.4646348, 0.0)"
elchilicitanierraversal ,1,0,,,
"eldoret, kenya",2,2,"Eldoret, Uasin Gishu, Kenya","Eldoret, Uasin Gishu, Kenya","(0.5198329, 35.2715481, 0.0)"
elizabeth king,1,1,,,
"elizabeth, nj",1,0,,,
"elk grove, ca, usa",1,1,"Elk Grove, Sacramento County, California, United States of America","Elk Grove, Sacramento County, California, United States of America","(38.4087993, -121.3716178, 0.0)"
"elkhart, in",1,0,"Elkhart County, Indiana, United States of America","Elkhart County, Indiana, United States of America","(41.6012796, -85.8590603, 0.0)"
ellensburg to spokane,1,1,"East Spokane Avenue, Vista View, Holmes, Ellensburg, Kittitas County, Washington, 98926, United States of America","East Spokane Avenue, Vista View, Holmes, Ellensburg, Kittitas County, Washington, 98926, United States of America","(46.9873352, -120.5210559, 0.0)"
"elmwood park, nj",1,0,,,
"elsewhere, nz",1,0,"Elsewhere, Bridge Street, Beachville, Nelson, 7010, New Zealand","Elsewhere, Bridge Street, Beachville, Nelson, 7010, New Zealand","(-41.2724891, 173.2866072, 0.0)"
elvy,1,0,"ELVY, Veřovice, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, Česká republika","ELVY, Veřovice, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, Česká republika","(49.544984, 18.09796163987025, 0.0)"
"ely, cambridgeshire",1,1,,,
emirates,1,0,"Emirates, Pathanad - Kulathoormoozhy Road, Edayarikkapuzha, Kulathoormoozhi, Changanassery, Kottayam, Kerala, 686541, India","Emirates, Pathanad - Kulathoormoozhy Road, Edayarikkapuzha, Kulathoormoozhi, Changanassery, Kottayam, Kerala, 686541, India","(9.50859775, 76.69411433604994, 0.0)"
en el pais de los arrechos,1,0,,,
"enfield, uk",2,0,"Enfield, London, Greater London, England, EN2 6LD, United Kingdom","Enfield, London, Greater London, England, EN2 6LD, United Kingdom","(51.6520851, -0.0810175, 0.0)"
england,3,2,"England, United Kingdom","England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)"
england ,1,0,"England, United Kingdom","England, United Kingdom","(52.7954791, -0.5402402866174321, 0.0)"
"england, united kingdom",2,2,,,
english midlands,1,1,"English, Maylord Street, Hereford, Herefordshire, West Midlands, England, HR1 2DS, United Kingdom","English, Maylord Street, Hereford, Herefordshire, West Midlands, England, HR1 2DS, United Kingdom","(52.0571947, -2.7157794, 0.0)"
"enterprise, alabama",1,0,"Enterprise, Coffee County, Alabama, United States of America","Enterprise, Coffee County, Alabama, United States of America","(31.3151708, -85.8552161, 0.0)"
"enterprise, nv",1,0,"Enterprise, Southern Highlands, Clark County, Nevada, United States of America","Enterprise, Southern Highlands, Clark County, Nevada, United States of America","(36.0028345, -115.20129908882386, 0.0)"
eptx,1,0,,,
erbil,1,1,"هەولێر, ناحیەی ناوەندەکەی قەزای ھەولێر, پارێزگای هەولێر, هەرێمی کوردستان, 44001, Iraq","هەولێر, ناحیەی ناوەندەکەی قەزای ھەولێر, پارێزگای هەولێر, هەرێمی کوردستان, 44001, Iraq","(36.1911624, 44.0094652, 0.0)"
"erie, pa",2,0,"Erie, Erie County, Pennsylvania, United States of America","Erie, Erie County, Pennsylvania, United States of America","(42.1294712, -80.0852695, 0.0)"
eritrean,1,0,,,
"escondido, ca",1,0,"Escondido, San Diego County, California, United States of America","Escondido, San Diego County, California, United States of America","(33.1216751, -117.0814849, 0.0)"
"espoo, finland",1,1,,,
essex,1,0,,,
"essex, england",1,0,,,
estados unidos,1,1,,,
"eugene, oregon",1,1,"Eugene, Lane County, Oregon, United States of America","Eugene, Lane County, Oregon, United States of America","(44.0505054, -123.0950506, 0.0)"
"eureka, california, usa",1,1,"Eureka, Humboldt County, California, United States of America","Eureka, Humboldt County, California, United States of America","(40.8020712, -124.1636729, 0.0)"
europe,2,2,Europa,Europa,"(51.0, 10.0, 0.0)"
"evanston, il",2,2,"Evanston, Cook County, Illinois, United States of America","Evanston, Cook County, Illinois, United States of America","(42.0447388, -87.6930459, 0.0)"
"evansville, in",1,1,,,
"everett, wa",1,0,,,
evergreen colorado,1,0,"Evergreen, Granite Crag Circle, Sprucedale, Evergreen, Jefferson County, Colorado, 80437, United States of America","Evergreen, Granite Crag Circle, Sprucedale, Evergreen, Jefferson County, Colorado, 80437, United States of America","(39.6361637, -105.32145797867402, 0.0)"
every where,1,0,,,
everywhere,19,5,"Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România","Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România","(46.9599823, 22.0541733, 0.0)"
everywhere ,1,1,"Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România","Narrow path - thorn everywhere, Sântelec, Bihor, 417278, România","(46.9599823, 22.0541733, 0.0)"
"ewa beach, hi",2,0,"Ewa Beach, Honolulu County, Hawaii, 96706, United States of America","Ewa Beach, Honolulu County, Hawaii, 96706, United States of America","(21.315603, -158.008804, 0.0)"
extraterrestrial highway,1,0,"Extraterrestrial Highway, Warm Springs, Nye County, Nevada, United States of America","Extraterrestrial Highway, Warm Springs, Nye County, Nevada, United States of America","(38.19698, -116.298581, 0.0)"
"fairfax, va",1,1,,,
"fairfield, california",1,1,"Fairfield, Solano County, California, United States of America","Fairfield, Solano County, California, United States of America","(38.2493581, -122.0399663, 0.0)"
fairgrounds resident,1,0,,,
fakefams,1,1,,,
far away,2,0,"La Far-Away, La Moulière, Caille, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06750, France","La Far-Away, La Moulière, Caille, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06750, France","(43.7503153, 6.7648103, 0.0)"
far away from home,1,0,,,
"fct, abuja ",1,1,,,
federal capital territory,2,1,"Australian Capital Territory, Australia","Australian Capital Territory, Australia","(-35.4883502, 149.0026942, 0.0)"
"fife, wa",1,0,"Fife, Pierce County, Washington, United States of America","Fife, Pierce County, Washington, United States of America","(47.2359524, -122.3626381, 0.0)"
financial news and views,3,3,,,
finland,1,1,Suomi,Suomi,"(63.2467777, 25.9209164, 0.0)"
"fiore, lamia scale",1,1,,,
five down from the coffeeshop,3,2,,,
fl,1,0,"Florida, United States of America","Florida, United States of America","(27.7567667, -81.4639835, 0.0)"
flipadelphia,1,1,,,
florida,14,3,"Florida, United States of America","Florida, United States of America","(27.7567667, -81.4639835, 0.0)"
florida but i wanna be n texas,1,0,,,
florida forever,1,0,"Tokoin-Forever, 2e Arrondissement, Lomé, Togo","Tokoin-Forever, 2e Arrondissement, Lomé, Togo","(6.1589299, 1.2298287, 0.0)"
florida usa,1,0,"Florida, United States of America","Florida, United States of America","(27.7567667, -81.4639835, 0.0)"
"florida, usa",5,2,"Florida, United States of America","Florida, United States of America","(27.7567667, -81.4639835, 0.0)"
fluffy cloud,1,0,"Fluffy Cloud Road, Orangeburg County, South Carolina, 29146, United States of America","Fluffy Cloud Road, Orangeburg County, South Carolina, 29146, United States of America","(33.467823, -81.251254, 0.0)"
"flushing, queens",1,0,"Flushing, Queens, New York, Queens County, New York, 11354, United States of America","Flushing, Queens, New York, Queens County, New York, 11354, United States of America","(40.7654301, -73.8174291, 0.0)"
flyest hippie you know ,1,0,,,
follows you everywhere you go,1,1,,,
football field,1,1,"Football field, ខណ្ឌទួលគោក, រាជធានីភ្នំពេញ, Cambodia","Football field, ខណ្ឌទួលគោក, រាជធានីភ្នំពេញ, Cambodia","(11.56993645, 104.89897045, 0.0)"
forging my story,1,0,,,
former yugoslav republic of macedonia,1,0,,,
"fort calhoun, ne",1,0,"Fort Calhoun, Washington County, Nebraska, 68023, United States of America","Fort Calhoun, Washington County, Nebraska, 68023, United States of America","(41.4558282, -96.0264024, 0.0)"
"fort collins, co",1,1,"Fort Collins, Larimer County, Colorado, United States of America","Fort Collins, Larimer County, Colorado, United States of America","(40.5508527, -105.0668085, 0.0)"
"fort fizz, ohio",1,0,,,
"fort lauderdale, fl",1,1,"Fort Lauderdale, Broward County, Florida, United States of America","Fort Lauderdale, Broward County, Florida, United States of America","(26.1223084, -80.1433786, 0.0)"
"fort myers, florida",1,0,"Fort Myers, Lee County, Florida, United States of America","Fort Myers, Lee County, Florida, United States of America","(26.640628, -81.8723084, 0.0)"
"fort smith, ar",1,0,"Fort Smith, Sebastian County, Arkansas, United States of America","Fort Smith, Sebastian County, Arkansas, United States of America","(35.3872218, -94.4248983, 0.0)"
"fort walton beach, fl",2,2,"Fort Walton Beach, Okaloosa County, Florida, 32548, United States of America","Fort Walton Beach, Okaloosa County, Florida, 32548, United States of America","(30.4057552, -86.618842, 0.0)"
"fort wayne, in",1,1,"Fort Wayne, Allen County, Indiana, United States of America","Fort Wayne, Allen County, Indiana, United States of America","(41.0799898, -85.1386015, 0.0)"
"fort worth,  texas ",1,1,"Fort Worth, Tarrant County, Texas, United States of America","Fort Worth, Tarrant County, Texas, United States of America","(32.753177, -97.3327459, 0.0)"
"fort worth, texas",1,0,"Fort Worth, Tarrant County, Texas, United States of America","Fort Worth, Tarrant County, Texas, United States of America","(32.753177, -97.3327459, 0.0)"
"fountain city, in ",1,0,"Fountain City, Wayne County, Indiana, United States of America","Fountain City, Wayne County, Indiana, United States of America","(39.9556028, -84.9174619, 0.0)"
"fountain valley, ca",1,0,"Fountain Valley, Fountain 1, Squamish-Lillooet Regional District, British Columbia, Canada","Fountain Valley, Fountain 1, Squamish-Lillooet Regional District, British Columbia, Canada","(50.7345818, -121.8624445, 0.0)"
france,1,0,France,France,"(46.603354, 1.8883335, 0.0)"
"frankfort, ky",1,0,"Frankfort, Franklin County, Kentucky, 40601, United States of America","Frankfort, Franklin County, Kentucky, 40601, United States of America","(38.2009055, -84.8732836, 0.0)"
"franklin, tn near nashville",1,1,"Nashville Highway, Farmington, Marshall County, Tennessee, United States of America","Nashville Highway, Farmington, Marshall County, Tennessee, United States of America","(35.5065763, -86.7118685, 0.0)"
frascati,1,0,"Frascati, Roma Capitale, 00044, Italia","Frascati, Roma Capitale, 00044, Italia","(41.8082452, 12.6803684, 0.0)"
freddy fazbears pizzeria,1,0,,,
"fredericksburg, virginia",1,1,"Fredericksburg City, Virginia, United States of America","Fredericksburg City, Virginia, United States of America","(38.2967927, -77.483409, 0.0)"
"fredonia,ny",1,1,"Fredonia, Chautauqua County, New York, 14063, United States of America","Fredonia, Chautauqua County, New York, 14063, United States of America","(42.440058, -79.331711, 0.0)"
"free state, south africa",1,1,"Free State, South Africa","Free State, South Africa","(-28.7853618, 26.4978933, 0.0)"
freeport il ,1,0,"Freeport, Stephenson County, Illinois, 61032, United States of America","Freeport, Stephenson County, Illinois, 61032, United States of America","(42.2966861, -89.6212271, 0.0)"
freeport ny,1,0,"Freeport, Nassau County, New York, 11520, United States of America","Freeport, Nassau County, New York, 11520, United States of America","(40.6576022, -73.5831835, 0.0)"
fresno,1,1,"Fresno, Fresno County, California, United States of America","Fresno, Fresno County, California, United States of America","(36.7295295, -119.70886126075588, 0.0)"
"fresno, ca",2,1,"Fresno, Fresno County, California, United States of America","Fresno, Fresno County, California, United States of America","(36.7295295, -119.70886126075588, 0.0)"
"fresno, california",1,1,"Fresno, Fresno County, California, United States of America","Fresno, Fresno County, California, United States of America","(36.7295295, -119.70886126075588, 0.0)"
"friendswood, tx",1,0,"Friendswood, Galveston County, Texas, United States of America","Friendswood, Galveston County, Texas, United States of America","(29.5293998, -95.2010447, 0.0)"
"frisco, tx",1,1,"Frisco, Collin County, Texas, United States of America","Frisco, Collin County, Texas, United States of America","(33.1506744, -96.8236116, 0.0)"
